Text,label
i ordered 8 bags and all of them were made over 2 years ago and were about to expire. every new bag i've opened thus far has been the same. extremely dry and gross....,0
now i'm craving for wicked oreos too. imy,0
"there is no real story the film seems more like a fly on the wall drama documentary than a proper film so this piece may in itself be a spoiler. teen drama about 3 young singaporean kids very similar to uk chavs who play truant from school, run with gangs, get into fights, insult people on the street, get tattoos, hang about doing nothing, etc. etc, they generally imagine themselves to be hard and every so often shout challenging rap chants into the camera. filmed in mtv style, fast cuts, crazy camera angles, tight close ups and animation interludes. the dialogue might have been crisper in the original languages of mandarin and hokkien than in the subtitles and i have no doubt that some of the contemporary singapore references will slip over western heads as well as the cultural and political context unless of course you are familiar with singapore. this kind of teen film may be a first for singapore but it has been done before and done better in other western countries, la haine 1995 for example.",0
"so you think a talking parrot is not your cup of tea huh? well, think again. paulie is a wonderful film filled with touching moments.the characters are all lovable especially paulie as he enters the lives of many people on his journey.it is journey worth experiencing. don't miss it! it is available on home video.",1
"shame, is a swedish film in swedish with english subtitles. the film is about a husband and wife named jan, and eva. they live on an island working as farmers. there is a war going on and soldiers start attacking people on the island. once the war subsides a little jan, and eva are arrested as going along with the opposite side. once released even more trouble ensues and the film shows how two ordinary people will act in a situation of war and life or death. winner of the cec award for best foreign film at the cinema writers circle awards, the guldbagge award for best actress liv ullman, who plays eva at the guldbagge awards, the nbr award for best foreign language film and best actress at the national board of review and the nsfc award for best actress, best director ingmar bergman and best film at the national society of film critics awards. shame, has good direction, a good script, good performances by both max von sydow who plays jan and liv ullman who plays eva , good cinematography and good production design. shame, is a well acted and well made story of how people in a desperate situation will sometimes do whatever they can do in order to survive. the film has a powerful message and is a good film. the reason i'am not rating this film higher is because it is not a masterpiece like some other ingmar bergman films like wild strawberries, the seventh seal or persona, for example. the film didn't have as big an impact on me as i thought it would and it lacked ingmar bergman's thoughtful and philosophical dialog. while nowhere close to being one of his best films there is still a lot to like about shame, and it is a good movie. i just probably would have liked it more having not seen some of those other bergman masterpieces.",1
springgggg please come back!,0
"yeah. pretty sure i saw this movie years ago when it was about the supremes.another recycled storyline glitzed up hollywood style, borrowing scripts from better making it in the music industry films.nothing original here.more make up, glammier costumes and choreography more money for the questionably talented beyonce draw.if you like the throwback style, you should appreciate actual groups who struggled without having digitized voices and a hollywood empire .beyonce's involvement makes this hypocritical garbage.",0
"fever pitch isn't a bad film it's a terrible film.is it possible american movie audiences and critics are so numbed and lobotomized by the excrement that hollywood churns out that they'll praise to the skies even a mediocre film with barely any laughs? that's the only reason i can think of why this horrible romantic comedy and i use that term loosely because there's nothing funny in this film is getting good reviews.i sat through this film stunned that screenwriters lowell ganz and babaloo mandel would even for an instant think their script was funny.the brilliant nick hornby usually translates well to film. he adapted fever pitch for a british film starring colin firth and ruth gemmell in 1997 peter hedges found hornby's voice for about a boy 2002 and when high fidelity was americanized for a movie in 2000, writers d.v. devincentis, steve pink, john cusack and scott rosenberg didn't go wrong because they kept the essence of hornby's wit and humor. they made one of the best films of that year.so why does the american version of fever pitch go so painfully awry? the british version wasn't a masterpiece, but it was charming, funny, unexpected and gave us two characters we could like, respect and understand.but ganz and mandel have excised everything funny in hornby's work. in americanizing the story, they've butchered it, removing all that was good and unique about hornby's work and replacing it with conventional drivel.they've transformed a funny story into a formulaic romantic comedy, never once veering from the wretched formula. lindsey drew barrymore has three girlfriends, each of whom has a distinct function. one's overweight, the second's cynical and ambitious, and the third's a romantic. want to guess how many male friends ben jimmy fallon has?what made high fidelity such fun was not only a good leading man and lady, but engaging supporting characters. in this fever pitch, the six supporting friends do or say nothing especially funny. they're so insignificant, they're not even decorative. the only reason they're in the film is because the formula demands it. poor ione skye winds up as one lindsey's pals in a thankless role. the lovely skye must have been wishing lloyd dobler would swoop in and take her away. come to think of it, cusack would've made an excellent ben. of course, cusack is too smart to attach himself to such an utterly tedious script.there isn't a single, solitary moment in this film that seems original or unforced. every plot turn is predictable, every lame joke telegraphed. ganz and mandel labor for laughs. the first 45 minutes are so excruciatingly slow, you wonder if these chaps realized they were writing a comedy. you can mark the plot turns in this film by your watch. it's almost as if ganz and mandel penned this with some screen writing guru's formula pasted on the wall. when they got to a certain page, they looked up at the formula and said, ok, the guru says this has to happen now. and, presto!directors bobby and peter farrelly don't help the film any. they have no concept how to introduce their story and characters they hand over the v.o. narration not to the protagonist, but to another guy who sits behind ben at fenway park . thanks to some extremely clunky writing, we have to watch barrymore and fallon stumble through their unfunny initial meetings.barrymore does cute and adorable better than most. she's as good at it as goldie hawn in her heyday. but even her cuteness can't save this extraordinarily awful film. she tries hard to wring some energy and humor out of this story. about 30 minutes into the film, lindsey tells ben, you're funny. the only explanation for her remark is that it was in the script. for fallon's ben never says anything even remotely funny. fallon is neither witty nor funny when he does comedy, he overacts.fallon was never any good on saturday night live. he was quite possibly the least funny person on that show. remember that lame sketch about a radio dj who did all the voices? the only reason weekend update worked occasionally was because fallon's cohort, tina fey, knows a thing or two about comedy.actors who think they're funny and behave that way rarely, if ever, are actually funny. that's true of fallon. he thinks he's hysterically funny when he barely raises a chuckle. his stuttering, unsure of himself shtick didn't work on the small screen it's lousier on the big screen.unfortunately for fallon, his role in this picture also requires a few dramatic moments. if you thought his comedy was bad, wait till you get a load of his dramatic stuff. two scenes in particular the first in a park, the second in front of ben's school are painful to watch. the scenes require an actor with a smidgen of dramatic ability, but fallon has neither the knowledge nor the ability to make them work. his range of emotions doesn't even run the gamut from a to b.ben has no personality or depth. often, he comes across as an oaf. and not a lovable one at that. it boggles the mind what lindsey would find attractive about him. compare fallon's performance to firth's in the british version, and you'll understand how terribly flat, unfunny and forced fallon's ben is and how wrong he is for this role. watching fallon in fever pitch makes one long for the dramatic depth and comedic nuance of ashton kutcher!just as high fidelity did, an americanized fever pitch could've worked brilliantly. it just needed better writers, more competent directors and, most definitely, a stronger, funnier, smarter leading man. do yourself a huge favor avoid this rotten film rent the 1997 british version and read hornby's book, instead.",0
"to be as honest as i possibly can, the devil's plaything or veil of blood or vampire ecstasy or the curse of the black sisters or is a complete bore. the movie has a good premise behind it the resurrection of a long dead vampire through the body of a descendant through the aid and assistance of a group of women dressed in black but the execution is horrible. there are great, long moments of screen time when literally nothing happens. characters just stand around with nothing to do. there's no mystery, no suspense, and no plot points to care about. the acting is simply abysmal. most of the acting involves a group of below average looking women dancing naked while staring at the camera. they do this repeatedly. and what little plot there is seems to be designed to get more of these less than attractive women naked so they can join in the dancing. while it's not as bad or pointless as the dancing or the plot in something like orgy of the dead, it comes close.",0
did u change the password for that chat can't get in tells me blockdreamer is wrong,0
i did miss you! nice to meet ya btw,1
"i've seen many dustin hoffman's movies like straw dogs or rain man and i liked them, but his characters are much to often calm or even shy persons. i expected him to be in this movie the same as he was in straw dogs, but i saw a totally different person. he was much more energetic in this film and kinda reminded me of al pacino in serpico. the movie was very interesting from beginning to the end. i liked the way dustin hoffman's character was ready to do just about everything to stay with his son. this movie is also revealing. personally, i think it shows that people should learn to find a compromise them self without involving other people into issue.",1
buy this once...to discover what flavors you like and dislike. then just buy the larger individual bottles..and shop around..the prices vary. some of the amazon prices are higher than the prices available from the vendor and the vendor has a tenth one free policy,1
"i bought this formula thinking i'm buying the best for my 8 month old. even though this wasn't available in the smaller 8oz size which i would have prefered to ensure that my son liked it, i went ahead and bought it since he's not a fussy baby and easily took similac and enfamil earlier.i used formula only to supplement breastfeeding and gave about 2 4oz of this daily to my son for 4 5 days. during this time, we noticed that he was very cranky and didn't slepe well, would scream even in his sleep and keep curling up and rolling in bed, sort of banging his face and head on the mattress. i attributed this to teething or constipation. but when over the weekend i did not supplement at all, he was completely fine. then to test, i gave it to him again after he had been fine for a couple of days and had also pooped well. even after just 2 oz in the afternoon, he started doing the same thing...screaming, rolling in bed, unable to sleep well.i also read that there is an issue with the way the dha is obtained, using some toxic chemical, when researching this formula to find if other mom's had seen the same issue with their children. i give it a 2 rating as i don't know if it just didn't suit my child or if there is something not good in the formula.",0
just watched david cook sing the winning song of last year's american idol. i cried with joy. i love him.,1
i would rather have someone cut out my eyeballs with a razor blade than have to watch this movie again. i watched it from start to end thinking it couldn't get any worse....but it did. the writers and producers should be slapped for putting this kind of crap on television. the actors are all terrible. get out of hollywood you fools and go work at mcdonalds sweeping the floors and emptying the trash. anyone that thinks this movie is even remotely decent should be hung. they are an embarrassment to humanity. to think we have soldiers putting their lives on the line for anyone that produces this kind of inane garbage. makes me embarrassed to say i'm an american.,0
"this is one of the worst things to ever come out of england, so that says a lot right there. the tension when we have to find out whether or not lembach is staying is amazing though. the upside is seeing the nice secretary, sheila, in her picnic table print underwear for awhile after being captured by dr. rat face. this movie has several views of london too although none of them are good. there is also a point in which there is almost a car accident which gets your heart rate back to just below normal. there is also a watch that gets teleported away, and the fear of the woman not getting her watch back is parallel to the horror of the sixth sense only a lot more dull and british. add on a furious gun fight between the british police and the dr. rat, which results in nothing, plus the electrocuting of a lot of people, plus a cat and you have yourself... ummm... a british movie. the mst3k version is pretty good although not one of there bests.",0
"i tried this coffee when it was ll for 24 k cups delicious. so i bought two more boxes and didn't sign up for monthly delivery, now i can't find where to sign up. and the price jumped to 28.99 for 24 cups. that's 1.20 per cup too pricey for this or any other kcup.",1
"i picked up time changer because it looked like a nice low budget scifi time travel movie and i was in the mood for something like that. the description said it had something to do with some biblical stuff and time travel but i didn't expect a fundamentalist christian film!the movie had decent special effects and an interesting premise that could have gone places and been far more interesting than it ended up being. our hero, who is a bible professor from the 1890s, eventually travels forward to the 2000s and finds that modern life is filled with the influences of evil jesus is nowhere to be found. this wonderful technological feat is accomplished with the assistance of a fellow bible teacher who somehow managed to invent a functional hg wells style time machine. the movie starts to lose some credibility at this point, which is unfortunate because this happens very early in the film. earlier or perhaps immediately later, can't remember for certain , our hero professor was seen teaching what appeared to be a science class where he claimed that scientific findings could only be considered validated if it could be matched with what the bible says. what should be obvious to anyone is that this is clearly not what the scientific method is about, however it is presented such that the filmmakers appear to prefer the point of view that science is useful only if it supports their claims and otherwise is not useful.in any case, that belief is perfectly valid and sensible in the context of the character at the time. so, if we accept that as the fact of life for these bible professors, then obviously the professor who went and invented the time machine isn't a very strong believer as i don't think there's any evidence and none was offered for the physics of time travel in the bible. so immediately there's a problem with mixed messages and credibility there, but never mind...after the professor is convinced to take the leap into the future, the shock of modern technology was handled quite well in most cases. it was also fun to not have it pinned down to an exact year as the character is reading the date off a newspaper to himself, a car honks a horn and it scares him into not finishing the date it's just two thousand and... honk . some of the shock went on a little too long, though. for instance, the car was one of the first things he encountered when he arrived and around two days later he's invited to a church movie night and takes a ride in a van. he sticks his head out the window like a dog might, is scared by the headlights and the starting engine, etc. that seemed a bit off since he'd been there a few days by this point and the city appeared to be quite busy with traffic. in any case, that's easy to ignore. the rest of the tech shock was well done especially his first encounter with the tv which was delayed because he didn't even realize what it was until he saw a kid watching one and using a remote.unfortunately, our hero predictably starts to preach to virtually everyone he meets as if he's an authority on all life and religion just because he's from the past and is an elder. eventually he gets himself a brief moment in the spotlight at the church he had been visiting where he proceeds to explain his concept of christianity to them in a long monologue that was supposed to be moving and insightful, but mostly was just more of the same. a couple of husbands in the church begin to get a funny feeling about this guy go figure and investigate his name. they eventually conclude that he either is a time traveler or is impersonating this long dead bible professor and decide to find out which it is. the movie frames these guys as non believer bad guys for being skeptical.just before the professor is to head back to his own time, he is confronted by those two men. in an effort to avoid being arrested or hauled away, he eventually breaks into an almost insane like rant about how jesus is coming soon and that he's a prophet so they should listen to him. just in time, he's whisked away and one of the husbands wonders if perhaps this is the rapture he'd heard so much about.the irony is that this essentially means the professor became a self proclaimed and most likely false prophet claiming to know that the rapture was near and he was sent by god when truthfully he was sent by his fellow bible professor and did not have any god given knowledge that was stated or even hinted at .as i understand it, revelation claims that the time of the end is only for god to know and at the end of the film we see the inventor professor trying and failing to send a bible into the future. first 2080, then 2070, etc. as the scene fades out. clearly he's trying to determine the exact date of the end times which he shouldn't be able to know! essentially, the entire premise of the movie cancels itself out because by being so insistent on their religious beliefs and how certain things are for god to know only, it means there couldn't ever be a time machine in the first place because then mankind could find out something that only god should know! the entire movie's premise collapses and makes the whole thing basically worthless as it undermines it's own credibility in the end.",0
"i like a bit of everything, itunes has every genre in it but i like just the general stuff in the charts!",1
"not only did the effects and acting in this movie bite, but the story was terrible.a scientist discovers that a comet fragment will hit the moon ... world leaders ignore him ... he builds a shelter ... then, everyone is upset that he is playing god .how lame! he built the thing, why is everyone entitled to access? totally lame story, don't waste your time!",0
"i've given 'k h jik ' a low score not because it was a bad movie, but because it doesn't do anything worth praising.i've not seen any of hsiao hsien hou's work before, but for the uninitiated me included 'k h jik ' is advertised as a homage to yasujiro ozu. a japanese director whose last film was way, way in 1962 the film is an extremely sparse work...containing very little dialogue, story, music or emotion.yo hitoto plays 'yoko' a jobless, wandering character who spends her time in her local coffee shop or loosely investigating a taiwanese composer she likes. tadanobu asano plays her friend, who works in a cd shop and occasionally indulges his otaku interest in trains. and that's about all it.we watch as yoko drinks coffee alone...walks around...waits for a train...catches a train...falls asleep on the train. the kind of mundane reality anybody in japan can see on a daily basis. hou captures these ordinary moments of these characters life, but without any meaning to these vignettes it's an entirely pointless film to make or watch.",0
"read eric's review again. he perfectly described my own feeling for this film so more eloquently than i ever could. i'm only writing here to further encourage you to look for and see it.i saw it many years ago on tv, the ifc i think. it is such a unique film i hesitate to make comparisons. it was filmed in northern mexico, somewhere in the relentless badlands of coahuila zacatecas san luis potosi. this isn't the sedona like durango,mexico of the john wayne films but a truly stark and wild place. i have to find the novel now to check on the original location of the story. like the location, this movie is strange and wild and wonderful and weird and absolutely not for everyone. it is the kind of production that almost motivates me to study film.i hadn't actually forgotten this movie, it is indelible. yet, over the years, i had forgotten of its existence. i know nobody who has seen it, had never read of it, nor seen any reference to it. erendira is such an unusual name, i'd even forgotten the title. well, i'll be looking to buy a copy now. i have since the above posting become a huge fan of gabriel garcia marquez and so regret not having read him before.relative to msmyth's comment below the movie was filmed in mexico but the author is colombian and was not commenting on mexico or mexican history in any way, although marquez now lives in mexico for political reasons. this story is universal. i am still trying desperately to find a copy of this film for my library. liked the movie? you have to read the story and then everything else garcia marquz wrote. and, by the way, the original location in the story was colombia.",1
"this coffee is weak and a major disappointment. i gambled on this coffee because of the 3 positive reviews. i bought a 24 pack of the mocha nut fudge and i'm seriously considering tossing the 22 remaining k cups. sad statement.it's advisable when there are hardly any reviews to look elsewhere for more reviews. i found some other sites with dozens of reviews of this coffee and my thoughts on it were confirmed.. i'm not crazy how is it disappointing? well, there is virtually no flavour. it is a light roast coffee. i was expecting something chocolately, nutty,fudgy?lol.. with a definitive aftertaste.when i first bought my keurig machine, i ran out and bought the usual coffee shop style coffees and an assortment of flavoured coffees, such as butter toffee , cinnamon pastry , hazelnut , macadamia nut cookie and... you guessed it.. mocha nut fudge well, people, butter toffee rocks, cinnamon pastry is yummy , hazelnut is very good, macadamia nut cookie is more on the mellow side, but is still enjoyable. mocha nut fudge is now sadly taking up space in my cupboard..ahaha.moral of the story is read other reviews on other sites. loving my keurig kub40 though.",0
"man, i really love the new dvd that universal put out. i've never seen the sentinel look this good since i had to put up with crappy, grainy vhs tapes for years. unfortunately there are no extras beyond a trailer that looks pretty worse for wear. and avoid the goodtimes dvd at all costs. it sucks.anyway, troubled fashion model alison parker cristina raines moves into haunted nyc brownstone, only it's more than just haunted. it's also a portal to hell and the vatican keeps an old blind priest john carradine to keep watch over it and make sure the devils and arch angels don't escape. this has an all star cast full of old timey actors like ava gardner, arthur kennedy, jose ferrer etc... as well as cameos of upcoming 80s stars including christopher walken, jeff goldblum who's voice was mysteriously overdubbed and tom berenger. and you won't even recognize jerry orbach from law order. i had to do a double take when i didn't quite place where i'd seen him before.nice gore scenes of alison slicing the eye and nose off her dead father's rotting corpse that's been possessed by the devil. and there's a neat ending where disfigured, deformed people try to haunt alison into committing suicide so she won't be the next one to guard the portal. it seems alison's troubled past makes her a prime candidate by the vatican to become the next sentinel.an excellent, creepy 70s classic from director michael winner that shouldn't be missed. i also recommended it for those who want something a little more imaginative beyond the usual stupid teenager slashers and horror comedy.7 out of 10",1
"another slice of darkness and denial hiding beneath the surface of american suburbia, imaginary heroes chronicles the lives of the travis family, all recovering following the suicide of their eldest son.the pair at the center of the film is mother and son sandy sigourney weaver and tim emile hirsch , both acting out in different ways as a result of the death. while tim experiments with prescription medication and his own sexuality, sandy regresses to her former self, smoking marijuana and coming to terms with an old act of infidelity.the relationship between sandy and tim is explored well, especially when references are made to both of them being outcast from their own family sandy due to her affair and tim, initially, due to always being in the shadow of his more successful older brother. considerably less time is allowed for sandy's husband ben jeff daniels who, in a devastating depiction of denial, orders sandy to make an additional plate of food for his dead son and place it in his old spot at the dinner table. michelle williams' older sister penny is underwritten and could easily be taken out of the film.despite its long runtime, imaginary heroes doesn't explore its many subplots as much as the individual stories deserve, while some of the movie's black comedy doesn't translate as well as writer director dan harris may have liked. and the depiction of a disturbed family dynamic isn't depicted as strongly as the many other films out there with similar ideas. but despite some issues, the central performances from weaver and hirsch are stunning, and easily carry the film to its successfully subdued conclusion.rating b",1
i know but at least now i can get my camera installation cd so i can do that stickam thing next time,0
"waco rules of engagement does a very good job of not drawing conclusions for its viewers. it simply presents interviews, footage from the standoff, footage of the congressional hearings, phone conversations, expert testimony, etc. and allows you to draw your own conclusion.i hardly intend to imply that the data presented here was done with 100 objectivity but it is very convincing. you won't like koresh any more after you see this than you did before, but i tend to think that you will come to believe, as i now do, there is much that we were not told about what happened before and during the standoff.",1
2 days 2 2 mnths........bought new jeans...have not been able 2 ride my bike 2 busy getting ready 4 2 mnths..........,0
"gone in 60 seconds 2000 out of four gone in 60 seconds is an energetic, slick, stylish action picture with high octane star power and lots of awesome looking automobiles. if you are a viewer interested in cars this production, by producer jerry bruckheimer con air, the rock , is worth seeing just to feast your eyes on the glossy vehicles. although the film secretes a stench of weakness in many areas, its precise sense of action and excitement make it a moderately successful summer thrill ride. the film stars giovanni ribisi the mod squad as a young crook named kip raines, who, as the movie opens, fails to deliver a long list of expensive cars to the powerful criminal raymond calitri christopher eccleston . when kip's life is threatened because of such, his older brother, randall memphis raines nicolas cage , a retired but skillful car thief, is called upon to complete a task in exchange for his brother's survival steel fifty cars specified by model, color, year, and make in only four days. memphis disburses the first three days recruiting a team of bandits to help him pull off the heist. the crew includes sara sway wayland angelina jolie , a sexy yet gruff retired car swindler knowing memphis through previous business, a fellow named mirror man t.j. cross , the aging and wise otto halliwell robert duvall , as well as tumbler scott caan , atley jackson will patton , toby william lee scott , and donny astricky chi mcbrde . contributing to the film's drive and tension is a subplot involving two police detectives, roland castlebeck delroy lindo and drycoff timothy olyphant , who suspect from previous experience that memphis and his crew are up to no good and keep an extra close eye on them.there is not much time for character development here the audience gets to know these people though their rugged lifestyles and assume tough personalities through the films hard core, stylish atmosphere. to make matters even worse for the film, the dialogue fails to define the characters with a gritty cultural tone. i am not stating i think profanity and vulgarism is necessary for thrillers to flourish i actually honor the director's decision to sustain from extreme foul language in a movie that could have very effortlessly earned an r rating. however, i do believe in a movie such as gone in 60 seconds, to strongly develop the character's enlightenment, dialogue needs to be believable and authentic. in spite of problems, the characters are effective due to the top notch, perfectly cast performers responsible. nicolas cage's melodramatic performance is intense and convincing. angelina jolie's sleazy appearance is completely appropriate here. delroy lindo is deliciously sturdy and believable. giovanni ribisi, scott caan, robert duvall, will patton, and christopher eccleston provide persuasive supporting roles. the film contains standard structure, with a satisfactory first act that elaborates on the story's style and the character's motives, sets up a fast paced theme of action, but lacks depth and strong character introduction. in the second act we run into a few more problems the story wastes time during much of this segment, never really building up for the third act. while the middle of the movie occupies much time, and a sex scene provides a solid mid plot, not a whole lot happens. the third act is pretty much a sheer adrenaline rush containing furious wall to wall excitement and one of the most intense car chase sequences ever filmed. the soundtrack to gone in 60 seconds contributes a great deal to the inspirational action scenes. it is scenes like the car chases that makes this movie work in spite of several destructive faults. dominic sena, whose career has mostly consisted of directing commercials, has an appealing style and a decisive attitude in gone in 60 seconds which will grant audiences with two hours of commotion, thrills, and excitement but not much more.",1
"you can't imagine how i looked forward to king of the ants. as a massive gordon fan, i awaited the european premiere with wicked anticipation.especially since i loved dagon gordon's last achievement so much. king of the ants premiered here in my country and it was gordon himself who came to present it. unfortunately, i couldn't go and congratulate him for it afterwards. king of the ants is his most uninspired and mediocre film to date. really, the quality level never surpassed ordinary tv thriller standards. the plot outline is terribly routine and with the exception of a few poor scenes, the typical gordon touch is never recognized. on top of that, the already weak script has more holes than a swiss bowl of cheese! it involves a young wannabe crook who's hired to commit a murder. so he does.and of course they're not paying him.and of course he falls in love with the victim's wife.and of course he avenges himself.. only the sequences in which the guy descents in a spiral of madness are worth a mention and they're the only ones reminding you of the fact you're still watching a stuart gordon film. the acting performances are below average with mccenna as the heroic lowlife, george norm peterson' wendt as the chubby bastard and kari wuhrer as the good hearted sex bomb. extremely illogical things happen constantly and the dullness of the story becomes irritating very quickly, while the make up effects aren't enough to even satisfy amateur horror fans. i read a few other comments on king of the ants, claiming it's gordon's best since it finally is a thought provoking and mature film.well, if that's the case.i rather stay immature and give re animator another viewing, thank you very much. oh well, i guess every good director runs out of steam and inspiration eventually.too bad it also overcame stuart gordon.",0
"when you see barry corbin in the cast of a movie, you can never be sure if it will be a classic or trash. guess which category solo falls into. apparently derived from a popular sci fi novel, weapon, solo stars mario van peebles as a human looking robot who decides to think for himself and is thus targeted for elimination. he hides out in a mexican village, obviously to save money on locations and extras. paying in pesos is cheaper than paying in dollars, i suspect. william sadler is along for the ride, as one of the robots and soldiers sent to destroy van peebles. van peebles manages to beat them all with ease, of course, while corbin watches all this with bemusement from afar. the movie is a horrible ripoff of the the terminator and cyborg series, and apparently has little to do with its source material. it is horribly written and acted, and the big fight at the end if downright comical. van peebles, a decent actor elsewhere, is a scream as he pretends to be a robot covered in synthetic flesh. he looks like he is doing the robot dance most of the time.",0
"i usually drink french roast, either peet's or the costco variety. this coffee had a distinctive burnt taste, much more pronounced than peet's. it is drikable, but certainly not in the same league. will not return, but will only use in latte's, where the taste is mitigated by the milk",0
this is no doubt one of the worst movies i have ever seen. this makes your run of the mill tv movie look like reservoir dogs. based on a book by the one and only britney spears and her mother this is trash with nothing bar a reasonable performance from virginia madsen i hope you got paid well to save it. the story of a red neck country gill who wins a scholarship in a prestigious music school is little but a vehicle to pedal ms spears pants music to the consumer and to generally agree that low brow must be the way. there is nothing good going on here with all the beats as predictable as night following day. never ever again.,0
"everything was good, the selection of candies was good, size of candies was ok, but the cost was too high. to purchase things of this nature at a local super market would allow getting more candy for comparable price.",1
first night of packing. don't feel like i got far. i'm gunna be up late friday,0
"but if you like the muppets i defy you to dislike this one. basically the same plot regurgitated this time new york, not la it features a lot of fun cameos and muppet hi jinx. a lot of the muppets leave the film pretty early on as it centers around kermy and miss piggy. i happened to have enjoyed it greatly. fun to watch with your kids.",1
"wrapables was very helpful and thorough in responding to my concerns! after i had some difficulties with the coffee bean caffeine eye cream from 100 pure, i sought to return the product and was frustrated when i could not return it. the company immediately contacted me and indicated that they would reimburse me due to my special circumstances specifically, my skin reaction to the product . they credited my account quickly and were very helpful in this process!",1
these are some all time favorites we love these. they are not sold in many stores n box qty so this was a good deal. thanks go get yours because i got mine.,1
"reading through most of the other reviews, i tend to agree with most of the comments. the one thing that i would add is the disjointed way the movie has been directed and produced. i think that some of these new wave movie makers think that they are being clever using unusual sometimes jerky camera angles, and flitting from one scene to another. it goes down well with these movie festivals, and with some of these indie type critics, but it spoils the movie for me. i noticed in the reviews, one comment saying that none of this movie makers films have become blockbusters. this would maybe prove my point, as the film has that 'rushed to finish' feeling that makes you wonder why such a beautiful film appears to be lacking a smooth flow. as for the comment about kiefer sutherland being a big name to put on the poster, i would bet he cringed when watching the final cut. this is a story with real potential, spoilt by trying to be different in it's production. worth watching, but not many would come back for a second view.",0
"classic licorice this is not. if you're looking for true licorice, a european or australian brand is better suited to traditional tastes.for you red vines lovers, red pomegranate licorice will also be an adjustment in taste and texture. i am a red vines fan and when i opened the package, i was disheartened to see what looked like twizzler style licorice. i won't really go into my hatred of twizzler brand licorice, but suffice to say, when i saw the shiny thin ropes of candy, i didn't know if i should even bother trying it.it took a few bites, but my mouth adjusted and now i like it quite a bit. the flavor hints at pomegranate, but if i took a blind taste test, i'd probably never be able to identify the flavor. the texture is a bit like twizzlers, but it's fresh and actually tastes like food unlike twizzlers, which taste like raspberry plastic. the fruitiness comes through slowly, so take a moment. no artificial colors or flavors, uses organic sugar. these features had minimal impact on me, because it is a processed food at the end of the day. still, i liked. i might go for these instead of the vines at the movies. a good alternative to my old standby. recommended.",1
this product works really well. i use this basically for my hair and a little goes an extremely long way. coconut oil has reduced the breakage and shedding in my hair and is wonderful.,1
"i've been drinking ground house blend starbucks for years, but this version for some reason isn't as strong as even what i buy at the grocery store. i've been using double the amount i usually use to get it to taste right.",0
im in neet magazine again in the global fashion section.,1
"maybe my rating should have been a 9, but the film absolutely stunned me when viewing it first time and my latest viewing confirmed my initial belief. stylish yes, every scene has crafted scoped views, terrific angles with a perfect sound side accompanying them.put on top great acting from especially toni servillo, garner it with one of the most beautiful and charming women in olivia magnani, and a fine plot and you will end up seeing this small masterpiece over and over.paulo sorrentinos next movie l'amico de famiglia , which is in competition in this years cannes festival, will be eagerly awaited.",1
"this show made me feel physically sick, and totally detached from british society as a whole. it was programmes such as this and blue peter that pretended that there were are no class divisions in britain. they'd always say things like go into your loft and you may find this.. or go into your back garden tonight and... what about us 'scummy' working class kids who never never had a loft , and a back garden which was nothing more than a 1 meter square of balcony on the 14th floor of a council block? public service broadcasting yeah right! and on top of that, it was awfully depressing to see those stupid, middle class, up their own backside kids mess about with bits of old plastic having 'fun'... do me a favour, and why don't you go and slit your wrists or do a coke overdose on mama and papa's money... you make me sick",0
thought you might like this japanese transforming rv,1
"the kids, aged 7 to 14, got such a huge kick out of this film that we gave a copy to all of the other kids on our birthday list this year. they all loved it! kids from 2 to 7 watch it repeatedly and frequently, and we get a kick out of watching it with them.it's rare that a film entertains the kids for so long, and offers laughs for the adults, too. most enjoy it more than the first.top quality production and an excellent cast, led by christopher showerman as a superior george athletic, energetic, and wholly credible, with a lovable innocence and a particular knack of taking a tree in the face well supported by the inimitable christina pickles as the evil mother in law, thomas haden church as the evil jerk rival, and everybody else. this is fun.",1
"for once a sequel to the karate kid without ralph macchio! hilary swank did an excellent job playing the orphan julie pierce. pat morita, the one who plays mr. miyagi worked his way with julie quite different from daniel. both daniel and julie favored karate. unlike daniel, julie was the most surly person miyagi ever challenged. and there was no tournament to compete in. and there's gonna be some humor in this movie as well. i liked the part where when julie came home from school, miyagi went to check on her, and saw her change clothes in the process. that was very funny! and the classic wax on, wax off scene was different as well. it was funny when miyagi tells julie, uh oh, missed spot . the set in boston was a far cry from california. the militant group in that group, was like the cobra kai in boston. and michael ironside's col. dugan was no john kreese. his group practically deserted him when julie kicked some serious butt. they all paid the price when they blew up that classic oldsmoblie. what a cowardly act. at least they'll find redemption from dugan's poison. this karate kid sets some morals, unlike the last three, which talked about honor and respect . hilary swank is outstandingly hot in any movie and everything else she does. movie 9, hilary swank 10!",1
working on a few images dahlin.. thats fun for me,1
"i was true to my regard for mr. glover and ms. goldberg. i watched the entire film with my family and some friends. i have no idea what the movie was about. after much discussion, we all agreed that this was not one of their better efforts.it doesn't hang together very well. it is too choppy, and there is little comedy. i am disappointed. it could have been much better.i waited months to see this film based on the liner notes.don't waste your money unless you are a completist and just want to see all of mr. glover's and ms. goldberg's films.it was a poor way to spend an evening.",0
